airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[34,43,53,236,415,426,470,589,667,736,786,901,945,959],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1743414069227471,-0.08584850756048606,-1.0884928993622622]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7206400589620499,0.2043736371820679,0.07498630385588224]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,32,252,300,330,342,413,477,486,524,687,815],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.08909825406434202,-1.2433344534140507,1.3324327074783935]}","{""vectorType"":""dense"",""length"":3,""values"":[0.18319187663560987,0.05776008177747204,0.7590480415869181]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[216,330,598,760,978],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.49826517574831936,-0.03759010388722028,0.5358552796355394]}","{""vectorType"":""dense"",""length"":3,""values"":[0.18526151902233964,0.29366613154580695,0.5210723494318534]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,110,116,222,229,378,391,399,427,562,662,775,909,941,958,979,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5823463306470955,0.38579030709780393,-0.9681366377448994]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4917144170885195,0.4039705871969225,0.1043149957145582]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[78,96,152,177,291,330,358,387,543,563,603,750,808,927],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.11456385220261717,-0.8064593053869106,0.9210231575895271]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23162166238495752,0.11595588554559222,0.6524224520694503]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[121,330,506,910,965],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25024642314703643,0.532235289840453,-0.7824817129874895]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3728841225424937,0.4943563308365548,0.1327595466209516]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,393,756,883],""values"":[2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.24406466587360676,0.46056145316696523,-0.2164967872933583]}","{""vectorType"":""dense"",""length"":3,""values"":[0.24685009788415355,0.49940000121485123,0.2537499009009952]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,59,66,152,601,663,720,796,800,827,891,944,947],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1725007629815365,-0.3098446886505509,-0.8626560743309855]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7365048073322172,0.1672634829854135,0.09623170968236926]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[184,198,216,257,263,297,347,574,734,750,819,947],""values"":[1,1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.08810626205512914,-1.7843435451192735,1.8724498071744031]}","{""vectorType"":""dense"",""length"":3,""values"":[0.12067605498297555,0.022128634327482535,0.8571953106895419]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,43,53,90,124,184,335,366,372,494,518,560,660,663,834,975],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9383457371065076,-0.11134414006997928,-1.8270015970365288]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8681049892058381,0.11179007536810455,0.020104935426057256]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,196,209,230,330,350,372,421,426,430,451,454,817,833],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.778104510064157,-0.5315279091619053,-0.24657660090225195]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6139375531659511,0.1657135671393001,0.22034887969474876]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,115,122,208,389,391,634,736,761,823,834,901,955],""values"":[2,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4636416887903545,-0.8412440831035671,-1.6223976056867875]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9492087254234673,0.03483919147883894,0.01595208309769359]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,26,244,302,317,387,433,519,661,683,731,736,869,901,996],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3428607353605488,0.6937460090411245,-2.0366067444016736]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6424366438603507,0.33567837249376814,0.021884983645881012]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,158,330,387,445,496,511,624,659,661,671,687,696,817],""values"":[1,1,1,1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.29419601346341867,-0.6811812177314552,0.975377231194873]}","{""vectorType"":""dense"",""length"":3,""values"":[0.19089672992316226,0.12963818741911834,0.6794650826577195]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,29,39,122,157,230,378,448,505,712,752,809,904,955],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3661886353011774,-0.2962042689395612,-1.0699843663616162]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7829752402794247,0.14851829801975397,0.0685064617008214]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[4,15,157,358,458,533,736,899,909],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23313464093924935,0.15214095729911248,-0.3852755982383624]}","{""vectorType"":""dense"",""length"":3,""values"":[0.40633891352793516,0.37472554953786363,0.21893553693420115]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[19,121,157,168,189,230,249,273,316,330,337,417,485,537,690,747,826],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9670825199441317,-0.9607048398311387,-1.0063776801129927]}","{""vectorType"":""dense"",""length"":3,""values"":[0.905271146478714,0.04844587272431051,0.04628298079697544]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[177,330,335,348,367,422,802],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.007488780675487611,0.9352611781605057,-0.927772397485018]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2521790170532173,0.6473513418093685,0.10046964113741406]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,18,92,100,107,648,876,900],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.000917117427693015,0.3539064164060906,-0.3529892989783976]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3195747494165493,0.45569090409231455,0.2247343464911362]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,68,252,365,370,499,506,612,685,736,855],""values"":[2,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4926893641860504,-0.7589292318359563,-0.7337601323500942]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8243074059133172,0.08674084930476603,0.08895174478191696]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[300,318,330,352,515,594],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.07879224133503307,-0.14082576825188753,0.21961800958692118]}","{""vectorType"":""dense"",""length"":3,""values"":[0.30417640732707263,0.2858806149560288,0.4099429777168985]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[53,116,198,297,391,587,778,855],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.20526733149357917,-0.016076281436644302,-0.1891910500569347]}","{""vectorType"":""dense"",""length"":3,""values"":[0.40396103785388876,0.3237510380771381,0.27228792406897306]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[195,479,499,594,674,705,794,887],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0108089947371786,0.45378526952874254,-1.4645942642659213]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6034854680775285,0.3457438682081326,0.05077066371433888]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[164,330,347,520,537,980,988],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6466980942991367,0.45134399207994297,-1.0980420863790799]}","{""vectorType"":""dense"",""length"":3,""values"":[0.50069252960201,0.41184130664252966,0.08746616375546035]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,330,389,426,462,537,566,602,630,661,729,802,892],""values"":[2,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4602000601337366,-0.5503185294841616,-1.9098815306495747]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9416937758875771,0.04639360161212953,0.01191262250029335]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[17,29,264,330,365,432,661,674,680,682,792,801,928,939],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25965523500884446,0.18258195404848995,-0.44223718905733417]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4129725500411594,0.38233907469991063,0.20468837525893]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[281,303,393,415,588,736,806,942],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7185315298014132,-0.45954543646713786,-1.2589860933342765]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8589750263939414,0.09728675771137585,0.04373821589468268]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[146,249,330,389,519,523,871,925,928],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7068647180327525,0.10696992636532296,-1.8138346443980753]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8120201708995439,0.16396129423302028,0.024018534867435774]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,330,454,694],""values"":[1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.06482367496479319,0.19180630189406472,-0.12698262692927126]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3093771986595591,0.39989068287129564,0.2907321184691453]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[372,433,456,597,736,883,952,958],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6739095605539751,-0.27738643935823293,-0.3965231211957429]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5783354607259047,0.22337636455801124,0.1982881747160841]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,72,145,292,297,417,472,536,539,632,644,653,681,870,891,936,989],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7885038126195105,-0.30828395290893407,-1.4802198597105756]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8613966408575272,0.10582293865972624,0.032780420482746465]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[34,320,330,389,393,406,528,536,565,603,671,871],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.3275031203182417,-0.9377071626611929,-1.3897959576570473]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9411867336083387,0.03594288959261165,0.022870376799049803]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[197,208,430,617,648,736,855],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.059256264334856,-0.03797202614359757,-1.0212842381912586]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6855618054231581,0.22883709286792897,0.08560110170891296]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,83,96,206,330,384,516,623,659,848,899],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7774803341497678,0.16909383401215472,-0.9465741681619229]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5805279769479693,0.31593973848652535,0.10353228456550526]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,112,132,159,403,495,582,944],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.0029255018934944,0.28479534459037315,0.7181301573031214]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09789579602617524,0.3548249089529957,0.547279295020829]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[184,386,389,406,409,447,508,736,850,871],""values"":[1,1,1,1,1,1,2,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.328162036319764,-0.7595778252409925,-1.5685842110787713]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9381630535022395,0.04278484295770738,0.019052103540052972]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,39,208,243,308,332,362,422,434,463,487,494,591,619,648,744,747,881,980],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.72306567805578,-1.4702658286597807,-1.2527998493959989]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9672499203392262,0.014601516665345473,0.018148562995428236]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[78,86,144,188,281,330,372,385,442,603,815,975],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7065575772464252,-0.07784039220918071,-0.6287171850372444]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5815710840989468,0.2654257757797405,0.15300314012131266]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[68,252,413,736],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1795482216218744,-0.7410320023809819,-0.43851621924089285]}","{""vectorType"":""dense"",""length"":3,""values"":[0.743602765008301,0.10895410627813673,0.14744312871356235]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,29,61,276,304,330,363,428,454,513,600,628,815,958,982],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5943715084571957,-0.9656280418143129,0.3712565333571169]}","{""vectorType"":""dense"",""length"":3,""values"":[0.49747307877972746,0.10453708531621554,0.397989835904057]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[20,206,330,372,379,415,596,603,607,633,661,683,736,776,858],""values"":[1,2,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.325927159791385,-1.1242708950799787,-2.201656264711407]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9845893657725151,0.011496315719691888,0.003914318507792984]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,152,157,207,270,297,355,626],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0768078840193438,-0.6254435985874427,-0.451364285431901]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7146918135485648,0.13026879076855444,0.1550393956828807]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,157,166,330,393,403,435,472,630,874,882,966],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5864537240122103,-0.40785001650630315,-0.17860370750590687]}","{""vectorType"":""dense"",""length"":3,""values"":[0.544873562266436,0.201592842357555,0.2535335953760089]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[33,103,227,297,391,393,682,832],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7543574518510552,0.01911069782059094,-0.7734681496716462]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5894856389050397,0.2825918425622708,0.12792251853268957]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,61,150,373,515,651,663,698,781,891,927,978],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8481153804935038,-1.2150135499174275,-0.6331018305760765]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8846562447256403,0.041349908766796936,0.07399384650756259]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[44,233,244,320,415,447,470,525,560,594,630,665,731,764,783,956],""values"":[1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0595315980886335,-1.4821021022541605,-0.5774294958344741]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9086411925864074,0.02631967052368035,0.06503913688991232]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[144,216,297,330,355,404,625,899,905],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.1650062390140111,-0.30684802173808845,0.47185426075209963]}","{""vectorType"":""dense"",""length"":3,""values"":[0.26607811934404746,0.2308915603726392,0.5030303202833134]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,230,252,413,662,763,944],""values"":[1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.6824024783361116,0.20067876469143567,0.48172371364467687]}","{""vectorType"":""dense"",""length"":3,""values"":[0.15102403790274263,0.36522743115137807,0.4837485309458792]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[88,186,248,304,375,415,712,736,821,897,912],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.104894483906546,-0.8218036514291717,-1.283090832477375]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9196668293092953,0.049269899021588945,0.031063271669115742]}",0
